fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,,
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.948722465,0.900074315
6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.066665049,0.871114132
6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.056270096,0.003166324
6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.585591772,2.514101266
6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.495745349,0.254272753
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.883168614,0.013649573
5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.135915863,0.018473122
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,7.038713258,0.001498716
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.391817846,0.153521224
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.391817846,0.153521224
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.243454497,0.059270092
6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.52288739,0.273411222
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.391817846,0.153521224
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.243454497,0.059270092
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.525077093,0.275705954
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.233627621,0.587326623
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.394971032,0.366060052
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.394971032,0.366060052
8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.363003939,1.857779738
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.394971032,0.366060052
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.917393171,0.006823888
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.236552675,0.055957168
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.236552675,0.055957168
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.236552675,0.055957168
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.517764339,0.268079911
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.928442099,0.005120533
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.615479137,0.378814568
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.574144678,0.181352755
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.615479137,0.378814568
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,7.012398539,1.024950802
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.517764339,0.268079911
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.928442099,0.005120533
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.344750563,0.118852951
7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.506751885,0.256797473
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.917393171,0.006823888
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.236552675,0.055957168
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.789705013,0.044223981
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.877305905,0.015053841
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.47976296,0.230172498
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.557619806,0.310939848
5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.432673178,0.187206079
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.869734711,0.016969046
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.47976296,0.230172498
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.056257667,1.11568026
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.513018656,0.263188142
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.557619806,0.310939848
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.627092267,0.393244712
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.64358309,0.414199193
6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.81989413,0.672226384
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.627092267,0.393244712
6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.503502999,0.25351527
5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.769068128,0.591465785
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.422733979,0.178704017
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.441047492,2.076617874
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.466396415,0.217525616
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.954179926,0.91045933
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.365360821,0.133488529
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.954179926,0.91045933
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.556391043,0.309570993
7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.672468987,0.452214539
7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.653452742,0.427000486
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.466396415,0.217525616
6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.257709258,1.581832577
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.691427077,0.478071403
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.893418821,0.798197189
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.841038062,1.343192774
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.841038062,1.343192774
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.841038062,1.343192774
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.841038062,1.343192774
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.887581659,1.237474565
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.707216327,0.500154933
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.707216327,0.500154933
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.536543475,0.287878901
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.841038062,1.343192774
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.602612039,0.36314127
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.893418821,0.798197189
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.841038062,1.343192774
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.887581659,1.237474565
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.602612039,0.36314127
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.159205193,1.343756679
6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.58781657,0.34552832
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.707216327,0.500154933
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.536543475,0.287878901
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.690856058,0.477282093
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.690856058,0.477282093
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.037834293,0.001431434
6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.853636505,0.728695282
5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.658542578,2.750763484
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.939096231,1.125516807
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.450056602,0.202550945
6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.014934604,1.03009225
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.450056602,0.202550945
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.470538038,0.221406046
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.969841283,0.940592115
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.439696165,0.193332718
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.734609407,0.070432167
6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,4.994870842,2.63083E-05
6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.729800032,2.992208152
5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.902684855,0.009470237
7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.853320652,0.728156135
5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.266376354,0.070956362
5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.304021433,0.092429032
5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.995861762,1.7125E-05
5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.057283231,0.003281369
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.90668532,0.00870763
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.349223723,0.121957209
